DrinkName,ModifiedDate,DrinkID,Alcoholic,Category,ImageUrlPath,Glass,IBA,Instruction,Ingredients,Measures
Popped cherry,2016-09-08 15:27:05,13072,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,Highball glass,,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,"[['Vodka', 1], ['Cherry liqueur', 2], ['Cranberry juice', 3], ['Orange juice', 4]]","[['2 oz ', 1], ['2 oz ', 2], ['4 oz ', 3], ['4 oz ', 4]]"
Poppy Cocktail,2017-09-02 23:05:15,11959,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,Cocktail glass,,"Shake ingredients with ice, strain into a cocktail glass, and serve.","[['Gin', 1], ['Creme de Cacao', 2]]","[['1 1/2 oz ', 1], ['3/4 oz white ', 2]]"
Port And Starboard,2015-09-06 16:38:31,11961,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,Pousse cafe glass,,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.","[['Grenadine', 1], ['Green Creme de Menthe', 2]]","[['1 tblsp ', 1], ['1/2 oz ', 2]]"
Port Wine Cocktail,2015-09-06 16:39:36,11963,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,Cocktail glass,,"Stir ingredients with ice, strain into a cocktail glass, and serve.","[['Port', 1], ['Brandy', 2]]","[['2 1/2 oz ', 1], ['1/2 tsp ', 2]]"
Port Wine Flip,2015-09-06 16:37:24,11965,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,Whiskey sour glass,,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,"[['Port', 1], ['Light cream', 2], ['Powdered sugar', 3], ['Egg', 4], ['Nutmeg', 5]]","[['1 1/2 oz ', 1], ['2 tsp ', 2], ['1 tsp ', 3], ['1 whole ', 4]]"
Porto flip,2017-09-02 12:25:18,17192,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,Cocktail glass,Unforgettables,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.","[['Brandy', 1], ['Port', 2], ['Egg Yolk', 3]]","[['3 parts', 1], ['9 parts', 2], ['2 parts', 3]]"
Pysch Vitamin Light,2015-09-06 16:33:00,15092,Non Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,Collins Glass,,Shake with ice.,"[['Orange juice', 1], ['Apple juice', 2], ['Pineapple juice', 3], ['Ice', 4]]","[['1 part ', 1], ['1 part ', 2], ['1 part ', 3]]"
Quaker's Cocktail,2016-11-12 14:51:54,11983,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Light rum', 1], ['Brandy', 2], ['Lemon', 3], ['Raspberry syrup', 4]]","[['3/4 oz ', 1], ['3/4 oz ', 2], ['Juice of 1/4 ', 3], ['2 tsp ', 4]]"
Quarter Deck Cocktail,2016-11-12 15:03:37,11985,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","[['Light rum', 1], ['Sherry', 2], ['Lime', 3]]","[['1 1/2 ', 1], ['1/3 oz cream ', 2], ['Juice of 1/2 ', 3]]"
Queen Bee,2016-11-12 15:06:34,11987,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Coffee brandy', 1], ['Lime vodka', 2], ['Sherry', 3]]","[['1 oz ', 1], ['1 1/2 oz ', 2], ['1/2 oz cream ', 3]]"
Queen Charlotte,2016-11-12 15:07:29,11989,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,Collins glass,,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.","[['Red wine', 1], ['Grenadine', 2], ['Lemon-lime soda', 3]]","[['2 oz ', 1], ['1 oz ', 2]]"
Queen Elizabeth,2016-11-12 15:08:59,11991,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","[['Dry Vermouth', 1], ['Gin', 2], ['Benedictine', 3]]","[['1/2 oz ', 1], ['1 1/2 oz ', 2], ['1 1/2 tsp ', 3]]"
Quentin,2016-11-12 15:09:58,11993,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.","[['Dark rum', 1], ['Kahlua', 2], ['Light cream', 3], ['Nutmeg', 4]]","[['1 1/2 oz ', 1], ['1/2 oz ', 2], ['1 oz ', 3], ['1/8 tsp grated ', 4]]"
Quick F**K,2016-11-12 15:10:54,13198,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,Shot glass,,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream","[['Kahlua', 1], ['Midori melon liqueur', 2], [""Bailey's irish cream"", 3]]","[['1 part ', 1], ['1 part ', 2], ['1 part ', 3]]"
Quick-sand,2016-11-12 15:12:13,15761,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,Highball glass,,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!","[['Black Sambuca', 1], ['Orange juice', 2]]","[['25 ml ', 1], ['Add 250 ml ', 2]]"
Radioactive Long Island Iced Tea,2017-08-24 09:31:52,16984,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,Collins Glass,,Pour all ingredients over ice in a very tall glass. Sip cautiously.,"[['Rum', 1], ['Vodka', 2], ['Tequila', 3], ['Gin', 4], ['Triple sec', 5], ['Chambord raspberry liqueur', 6], ['Midori melon liqueur', 7], ['Malibu rum', 8]]","[['1 oz ', 1], ['1 oz ', 2], ['1 oz ', 3], ['1 oz ', 4], ['1 oz ', 5], ['1 oz ', 6], ['1 oz ', 7], ['1 oz ', 8]]"
Radler,2017-09-08 17:43:15,16031,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,Highball glass,,"Pour beer into large mug, slowly add the 7-up (or Sprite).","[['Beer', 1], ['7-Up', 2]]","[['12 oz ', 1], ['12 oz ', 2]]"
Rail Splitter,2015-09-02 16:27:40,12630,Non Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,Highball glass,,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,"[['Sugar syrup', 1], ['Lemon juice', 2], ['Ginger ale', 3]]","[['2 tsp ', 1]]"
Raspberry Cooler,2015-09-03 05:25:46,17167,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Highball glass,,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,"[['Raspberry vodka', 1], ['Lemon-lime soda', 2], ['Ice', 3]]","[['2 oz ', 1], ['4 oz ', 2]]"
Red Snapper,2017-09-06 23:02:23,14087,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,Old-fashioned glass,,"One shot each, shake n shoot","[['Crown Royal', 1], ['Amaretto', 2], ['Cranberry juice', 3]]","[['1 shot ', 1], ['1 shot ', 2], ['1 shot ', 3]]"
Rose,2017-09-02 17:57:42,17208,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,Cocktail glass,Contemporary Classics,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.","[['Dry Vermouth', 1], ['Gin', 2], ['Apricot brandy', 3], ['Lemon juice', 4], ['Grenadine', 5], ['Powdered sugar', 6]]","[['1/2 oz ', 1], ['1 oz ', 2], ['1/2 oz ', 3], ['1/2 tsp ', 4], ['1 tsp ', 5]]"
Royal Bitch,2015-09-02 17:08:10,17122,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,Shot glass,,Into a shot glass layer the Crown Royal on top of the Frangelico.,"[['Frangelico', 1], ['Crown Royal', 2]]","[['1 part ', 1], ['1 part ', 2]]"
Royal Fizz,2017-09-02 23:16:49,12055,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Collins glass,,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,"[['Gin', 1], ['Sweet and sour', 2], ['Egg', 3], ['Coca-Cola', 4]]","[['1 oz ', 1], ['2 oz ', 2], ['1 whole ', 3]]"
Royal Flush,2017-09-08 17:35:27,15082,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Old-fashioned glass,,Pour all the ingredients into tumbler over ice. Strain into glass.,"[['Crown Royal', 1], ['Peach schnapps', 2], ['Chambord raspberry liqueur', 3], ['Cranberry juice', 4]]","[['1 1/2 oz ', 1], ['1 oz ', 2], ['1/2 oz ', 3], ['1 oz ', 4]]"
Royal Gin Fizz,2017-09-06 23:07:52,12057,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Highball glass,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","[['Gin', 1], ['Lemon', 2], ['Powdered sugar', 3], ['Egg', 4], ['Carbonated water', 5]]","[['2 oz ', 1], ['Juice of 1/2 ', 2], ['1 tsp ', 3], ['1 whole ', 4]]"
Ruby Tuesday,2015-09-06 16:30:37,17114,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Highball glass,,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,"[['Gin', 1], ['Cranberry juice', 2], ['Grenadine', 3]]","[['2 oz ', 1], ['5 oz ', 2], ['2 splashes ', 3]]"
Rum Cobbler,2017-09-02 23:18:03,12067,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,Old-fashioned glass,,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.","[['Sugar', 1], ['Club soda', 2], ['Lemon', 3], ['Dark rum', 4], ['Maraschino cherry', 5], ['Orange', 6]]","[['1 tsp superfine ', 1], ['3 oz ', 2], ['1 ', 3], ['2 oz ', 4], ['1 ', 5], ['1 ', 6]]"
Rum Cooler,2017-09-08 17:37:54,12071,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Collins glass,,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,"[['Rum', 1], ['Lemon-lime soda', 2], ['Lemon', 3]]","[['2 oz light or dark ', 1], ['4 oz ', 2], ['1 ', 3]]"
Rum Milk Punch,2017-09-08 17:40:10,12087,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Collins glass,,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,"[['Light rum', 1], ['Milk', 2], ['Powdered sugar', 3], ['Nutmeg', 4]]","[['2 oz ', 1], ['1 cup ', 2], ['1 tsp ', 3]]"
Rum Old-fashioned,2017-09-07 22:44:09,12089,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Old-fashioned glass,,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.","[['Light rum', 1], ['151 proof rum', 2], ['Powdered sugar', 3], ['Bitters', 4], ['Water', 5], ['Lime peel', 6]]","[['1 1/2 oz ', 1], ['1 tsp ', 2], ['1/2 tsp ', 3], ['1 dash ', 4], ['1 tsp ', 5], ['Twist of ', 6]]"
Rum Punch,2015-09-06 16:48:58,14978,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,Punch bowl,,Mix all ingredients in a punch bowl and serve.,"[['Rum', 1], ['Ginger ale', 2], ['Fruit punch', 3], ['Orange juice', 4], ['Ice', 5]]","[['mikey bottle ', 1], ['large bottle ', 2], ['355 ml frozen ', 3], ['355 ml frozen ', 4], ['crushed ', 5]]"
Rum Runner,2017-09-08 17:40:57,16250,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,Cocktail glass,,Mix all ingredients in glass & add ice.,"[['Malibu rum', 1], ['Blackberry brandy', 2], ['Orange juice', 3], ['Pineapple juice', 4], ['Cranberry juice', 5]]","[['1 1/2 oz ', 1], ['1 oz ', 2], ['3-4 oz ', 3], ['3-4 oz ', 4], ['3-4 oz ', 5]]"
Rum Screwdriver,2017-09-08 16:59:32,12091,Alcoholic,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,Highball glass,,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.","[['Light rum', 1], ['Orange juice', 2]]","[['1 1/2 oz ', 1], ['5 oz ', 2]]"
Rum Sour,2017-09-08 16:58:44,12093,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.","[['Light rum', 1], ['Lemon juice', 2], ['Sugar', 3], ['Orange', 4], ['Maraschino cherry', 5]]","[['2 oz ', 1], ['1 oz ', 2], ['1/2 tsp superfine ', 3], ['1 ', 4], ['1 ', 5]]"
Rum Toddy,2017-09-08 16:58:06,12097,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,Old-fashioned glass,,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,"[['Rum', 1], ['Powdered sugar', 2], ['Lemon peel', 3], ['Water', 4]]","[['2 oz light or dark ', 1], ['2 tsp ', 2], ['1 twist of ', 3], ['2 tsp ', 4]]"
Russian Spring Punch,2017-09-02 18:31:28,17214,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Highball glass,New Era Drinks,"Pour the ingredients into an highball glass, top with Sparkling wine.","[['Vodka', 1], ['Creme de Cassis', 2], ['Sugar Syrup', 3], ['Lemon Juice', 4]]","[['2.5 cl', 1], ['1.5 cl', 2], ['1 cl', 3], ['2.5 cl', 4]]"
Rusty Nail,2016-11-04 09:49:42,12101,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Old-fashioned glass,Unforgettables,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,"[['Scotch', 1], ['Drambuie', 2], ['Lemon peel', 3]]","[['1 1/2 oz ', 1], ['1/2 oz ', 2], ['1 twist of ', 3]]"
Salty Dog,2017-09-08 18:03:36,12107,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Highball glass,,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)","[['Grapefruit juice', 1], ['Gin', 2], ['Salt', 3]]","[['5 oz ', 1], ['1 1/2 oz ', 2], ['1/4 tsp ', 3]]"
San Francisco,2017-09-08 17:59:21,15184,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Highball glass,,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.","[['Vodka', 1], ['Creme de Banane', 2], ['Grenadine', 3], ['Orange juice', 4]]","[['2 cl ', 1], ['2 cl ', 2]]"
Sangria #1,2015-09-03 04:01:20,13020,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Pitcher,,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,"[['Red wine', 1], ['Sugar', 2], ['Orange juice', 3], ['Lemon juice', 4], ['Cloves', 5], ['Cinnamon', 6]]","[['1 bottle ', 1], ['1/2 cup ', 2], ['1 cup ', 3], ['1 cup ', 4]]"
Sangria - The World's Best,2016-07-19 11:31:04,13026,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vysywu1468924264.jpg,Pitcher,,"Mix wine, sugar and fruit, and let sit in the fridge for 18-24 hours. The mixture will have a somewhat syrupy consistency. Before serving stir in brandy and cut the mixture with soda water until it have a thinner, more wine like consistency. Serve from a pitcher in wine glasses.","[['Red wine', 1], ['Sugar', 2], ['Lemon', 3], ['Orange', 4], ['Apple', 5], ['Brandy', 6], ['Soda water', 7]]","[['1 1/2 L ', 1], ['1 cup ', 2], ['1 large ', 3], ['1 large ', 4], ['1 large ', 5], ['3-4 oz plain ', 6]]"
Sazerac,2015-08-18 15:13:28,12127,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Old-fashioned glass,Unforgettables,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.","[['Ricard', 1], ['Sugar', 2], ['Peychaud bitters', 3], ['Water', 4], ['Bourbon', 5], ['Lemon peel', 6]]","[['1 tsp ', 1], ['1/2 tsp superfine ', 2], ['2 dashes ', 3], ['1 tsp ', 4], ['2 oz ', 5], ['1 twist of ', 6]]"
Scooter,2017-01-02 20:18:27,12130,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Cocktail glass,,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.","[['Brandy', 1], ['Amaretto', 2], ['Light cream', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['1 oz ', 3]]"
Scotch Cobbler,2017-09-06 23:17:07,12138,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,Old-fashioned glass,,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.","[['Scotch', 1], ['Brandy', 2], ['Curacao', 3], ['Orange', 4], ['Mint', 5]]","[['2 oz ', 1], ['4 dashes ', 2], ['4 dashes ', 3], ['1 slice ', 4], ['1 ', 5]]"
Scotch Sour,2017-09-08 18:07:16,12158,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Whiskey sour glass,,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.","[['Scotch', 1], ['Lime', 2], ['Powdered sugar', 3], ['Lemon', 4], ['Cherry', 5]]","[['1 1/2 oz ', 1], ['Juice of 1/2 ', 2], ['1/2 tsp ', 3], ['1/2 slice ', 4], ['1 ', 5]]"
Scottish Highland Liqueur,2015-09-03 05:10:41,12854,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/upqvvp1441253441.jpg,Collins Glass,,"Combine all ingreds in aging container. Cover tightly and shake gently several times during the first 24 hrs. After 24 hrs, remove the lemon zest. Cover again and let stand in a cool, dark place for 2 weeks, shaking gently every other day. Strain through a wire sieve to remove the angelica root and fennel. Return to aging container, cover and let stand undisturbed in a cool dark place for 6 months. Siphon or pour clear liqueur into a sterile bottle. The cloudy dregs may be saved for cooking.","[['Johnnie Walker', 1], ['Honey', 2], ['Angelica root', 3], ['Fennel seeds', 4], ['Lemon peel', 5]]","[['1 fifth ', 1], ['1 1/2 cup mild ', 2], ['2 tsp dried and chopped ', 3], ['1/4 tsp crushed ', 4], ['2 2 inch strips ', 5]]"
Screaming Orgasm,2017-09-02 22:44:30,13625,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/x894cs1504388670.jpg,Cocktail glass,,"Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.","[['Vodka', 1], [""Bailey's irish cream"", 2], ['Kahlua', 3]]","[['1 oz ', 1], ['1 1/2 oz ', 2], ['1/2 oz ', 3]]"
Screwdriver,2017-09-02 12:36:47,12162,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Highball glass,Unforgettables,Mix in a highball glass with ice. Garnish and serve.,"[['Vodka', 1], ['Orange juice', 2]]","[['2 oz ', 1]]"
Sea breeze,2017-09-02 17:59:22,13377,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Highball glass,Contemporary Classics,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,"[['Vodka', 1], ['Cranberry juice', 2], ['Grapefruit juice', 3]]","[['1 1/2 oz ', 1], ['4 oz ', 2], ['1 oz ', 3]]"
Sex on the Beach,2016-07-21 10:12:45,12754,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twsvwr1469092365.jpg,Highball glass,Contemporary Classics,Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,"[['Vodka', 1], ['Peach schnapps', 2], ['Cranberry juice', 3], ['Grapefruit juice', 4]]","[['1 oz ', 1], ['3/4 oz ', 2]]"
Shanghai Cocktail,2016-11-10 23:31:18,12186,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ttyrxr1478820678.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Light rum', 1], ['Anisette', 2], ['Grenadine', 3], ['Lemon', 4]]","[['1 oz Jamaican ', 1], ['1 tsp ', 2], ['1/2 tsp ', 3], ['Juice of 1/4 ', 4]]"
Shark Attack,2017-09-07 15:07:37,16273,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Pitcher,,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,"[['Lemonade', 1], ['Water', 2], ['Vodka', 3]]","[['1 can ', 1], ['3 cans ', 2], ['1 1/2 cup ', 3]]"
Sherry Eggnog,2016-11-10 23:29:01,12188,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Collins glass,,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.","[['Sherry', 1], ['Powdered sugar', 2], ['Egg', 3], ['Milk', 4], ['Nutmeg', 5]]","[['2 oz cream ', 1], ['1 tsp ', 2], ['1 whole ', 3]]"
Sherry Flip,2016-11-10 23:27:08,12190,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Whiskey sour glass,,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,"[['Sherry', 1], ['Light cream', 2], ['Powdered sugar', 3], ['Egg', 4], ['Nutmeg', 5]]","[['1 1/2 oz cream ', 1], ['2 tsp ', 2], ['1 tsp ', 3], ['1 whole ', 4]]"
Shot-gun,2017-08-24 09:33:03,16985,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Shot glass,,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,"[['Jim Beam', 1], ['Jack Daniels', 2], ['Wild Turkey', 3]]","[['1 part ', 1], ['1 part ', 2], ['1 oz ', 3]]"
Sidecar,2015-08-18 15:07:32,12196,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,Cocktail glass,Unforgettables,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,"[['Cognac', 1], ['Cointreau', 2], ['Lemon juice', 3]]","[['2 oz ', 1], ['1/2 oz ', 2], ['1 oz ', 3]]"
Sidecar Cocktail,2017-09-07 22:40:28,12198,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Brandy', 1], ['Triple sec', 2], ['Lemon', 3]]","[['1 oz ', 1], ['1/2 oz ', 2], ['Juice of 1/4 ', 3]]"
Singapore Sling,2015-08-18 14:58:08,12214,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tvtrrt1439906288.jpg,Hurricane glass,Contemporary Classics,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,"[['Cherry brandy', 1], ['Grenadine', 2], ['Gin', 3], ['Sweet and sour', 4], ['Carbonated water', 5], ['Cherry', 6]]","[['1/2 oz ', 1], ['1/2 oz ', 2], ['1 oz ', 3], ['2 oz ', 4]]"
Sloe Gin Cocktail,2017-09-08 17:52:12,12224,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","[['Sloe gin', 1], ['Dry Vermouth', 2], ['Orange bitters', 3]]","[['2 oz ', 1], ['1/4 tsp ', 2], ['1 dash ', 3]]"
Smut,2017-09-02 16:23:32,17141,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Beer mug,,Throw it all together and serve real cold.,"[['Red wine', 1], ['Peach schnapps', 2], ['Pepsi Cola', 3], ['Orange juice', 4]]","[['1/3 part ', 1], ['1 shot ', 2], ['1/3 part ', 3], ['1/3 part ', 4]]"
Snake Bite (UK),2015-09-03 03:52:14,13389,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xuwpyu1441248734.jpg,Pint glass,,Pour ingredients into a pint glass. Drink. Fall over.,"[['Lager', 1], ['Cider', 2]]","[['1/2 pint ', 1], ['1/2 pint sweet or dry ', 2]]"
Snakebite and Black,2015-09-03 03:54:23,15789,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/rssvwv1441248863.jpg,Pint glass,,Put blackcurrant squash in first up to about 1cm in glass. Then add the larger and cider one after another.,"[['Lager', 1], ['Cider', 2], ['Blackcurrant squash', 3]]","[['1/2 pint ', 1], ['1/2 pint ', 2], ['A little bit of ', 3]]"
