DrinkName,ModifiedDate,DrinkID,Alcoholic,Category,ImageUrlPath,Glass,IBA,Instruction,Ingredients,Measures
'57 Chevy with a White License Plate,2016-07-18 22:49:04,14029,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir,"[['Creme de Cacao', 1], ['Vodka', 2]]","[['1 oz white ', 1], ['1 oz ', 2]]"
1-900-FUK-MEUP,2016-07-18 22:27:04,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,,Shake ingredients in a mixing tin filled with ice cubes. Strain into a rocks glass.,"[['Absolut Kurant', 1], ['Grand Marnier', 2], ['Chambord raspberry liqueur', 3], ['Midori melon liqueur', 4], ['Malibu rum', 5], ['Amaretto', 6], ['Cranberry juice', 7], ['Pineapple juice', 8]]","[['1/2 oz ', 1], ['1/4 oz ', 2], ['1/4 oz ', 3], ['1/4 oz ', 4], ['1/4 oz ', 5], ['1/4 oz ', 6], ['1/2 oz ', 7], ['1/4 oz ', 8]]"
110 in the shade,2016-02-03 14:51:57,15423,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer Glass,,Drop shooter in glass. Fill with beer,"[['Lager', 1], ['Tequila', 2]]","[['16 oz ', 1], ['1.5 oz ', 2]]"
151 Florida Bushwacker,2016-07-18 22:28:43,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,"[['Malibu rum', 1], ['Light rum', 2], ['151 proof rum', 3], ['Dark Creme de Cacao', 4], ['Cointreau', 5], ['Milk', 6], ['Coconut liqueur', 7], ['Vanilla ice-cream', 8]]","[['1/2 oz ', 1], ['1/2 oz ', 2], ['1/2 oz Bacardi ', 3], ['1 oz ', 4], ['1 oz ', 5], ['3 oz ', 6], ['1 oz ', 7], ['1 cup ', 8]]"
155 Belmont,2016-10-05 12:36:28,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,,Blend with ice. Serve in a wine glass. Garnish with carrot.,"[['Dark rum', 1], ['Light rum', 2], ['Vodka', 3], ['Orange juice', 4]]","[['1 shot ', 1], ['2 shots ', 2], ['1 shot ', 3], ['1 shot ', 4]]"
24k nightmare,2016-07-18 22:31:38,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,,"Add over ice,shake and pour.","[['Goldschlager', 1], ['Jägermeister', 2], ['Rumple Minze', 3], ['151 proof rum', 4]]","[['1/2 oz ', 1], ['1/2 oz ', 2], ['1/2 oz ', 3], ['1/2 oz Bacardi ', 4]]"
252,2016-07-18 22:32:42,15288,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,,"Add both ingredients to shot glass, shoot, and get drunk quick","[['151 proof rum', 1], ['Wild Turkey', 2]]","[['1/2 shot Bacardi ', 1], ['1/2 shot ', 2]]"
3 Wise Men,2016-07-18 22:34:37,13899,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,,put them them in a glass... and slam it to tha head.,"[['Jack Daniels', 1], ['Johnnie Walker', 2], ['Jim Beam', 3]]","[['1/3 oz ', 1], ['1/3 oz ', 2], ['1/3 oz ', 3]]"
3-Mile Long Island Iced Tea,2016-08-31 19:42:52,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,"[['Gin', 1], ['Light rum', 2], ['Tequila', 3], ['Triple sec', 4], ['Vodka', 5], ['Coca-Cola', 6], ['Sweet and sour', 7], ['Bitters', 8], ['Lemon', 9]]","[['1/2 oz ', 1], ['1/2 oz ', 2], ['1/2 oz ', 3], ['1/2 oz ', 4], ['1/2 oz ', 5], ['1-2 dash ', 7], ['1 wedge ', 8]]"
410 Gone,2016-08-31 19:43:46,13581,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,Collins Glass,,,"[['Peach Vodka', 1], ['Coca-Cola', 2]]","[['2-3 oz', 1]]"
50/50,2016-04-29 09:41:56,14598,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Collins Glass,,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,"[['Vanilla vodka', 1], ['Grand Marnier', 2], ['Orange juice', 3]]","[['2 1/2 oz ', 1], ['1 splash ', 2], ['Fill with ', 3]]"
501 Blue,2016-04-28 19:11:37,17105,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,,Mix equal amounts into a glass with ice.,"[['Blue Curacao', 1], ['Blueberry schnapps', 2], ['Vodka', 3], ['Sour mix', 4], ['7-Up', 5]]",[]
69 Special,2016-08-31 19:44:55,13940,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins Glass,,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.","[['Gin', 1], ['7-Up', 2], ['Lemon juice', 3]]","[['2 oz dry ', 1], ['4 oz ', 2], ['0.75 oz ', 3]]"
747,2016-08-31 19:28:26,14229,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Shot glass,,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!","[['Kahlua', 1], [""Bailey's irish cream"", 2], ['Frangelico', 3]]","[['1/3 part ', 1], ['1/3 part ', 2], ['1/3 part ', 3]]"
9 1/2 Weeks,2016-08-31 19:48:22,16108,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Cocktail glass,,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,"[['Absolut Citron', 1], ['Orange Curacao', 2], ['Strawberry liqueur', 3], ['Orange juice', 4]]","[['2 oz ', 1], ['1/2 oz ', 2], ['1 splash ', 3], ['1 oz ', 4]]"
A Day at the Beach,2016-02-03 15:47:54,15200,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.","[['Coconut rum', 1], ['Amaretto', 2], ['Orange juice', 3], ['Grenadine', 4]]","[['1 oz ', 1], ['1/2 oz ', 2], ['4 oz ', 3], ['1/2 oz ', 4]]"
A Furlong Too Late,2016-08-31 19:46:06,11000,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Highball glass,,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,"[['Light rum', 1], ['Ginger beer', 2], ['Lemon peel', 3]]","[['2 oz ', 1], ['4 oz ', 2], ['1 twist of ', 3]]"
A Gilligan's Island,2016-04-28 19:12:56,16943,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,,"Shaken, not stirred!","[['Vodka', 1], ['Peach schnapps', 2], ['Orange juice', 3], ['Cranberry juice', 4]]","[['1 oz ', 1], ['1 oz ', 2], ['3 oz ', 3], ['3 oz ', 4]]"
A Night In Old Mandalay,2016-04-29 09:43:00,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.","[['Light rum', 1], ['Añejo rum', 2], ['Orange juice', 3], ['Lemon juice', 4], ['Ginger ale', 5], ['Lemon peel', 6]]","[['1 oz ', 1], ['1 oz ', 2], ['1 oz ', 3], ['1/2 oz ', 4], ['3 oz ', 5], ['1 twist of ', 6]]"
A Piece of Ass,2016-09-01 09:48:57,16405,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Highball glass,,Put ice in glass. Pour in shots. Fill with Sour Mix.,"[['Amaretto', 1], ['Southern Comfort', 2], ['Ice', 3], ['Sour mix', 4]]","[['1 shot ', 1], ['1 shot ', 2], [' cubes\n', 3]]"
A Splash of Nash,2016-08-31 19:30:01,14564,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Highball glass,,Drop shot glass with banana & melon liquers into a 9 oz hi- ball glass containing soda water and cranberry juice. Drink in one shot.,"[['Cranberry juice', 1], ['Soda water', 2], ['Midori melon liqueur', 3], ['Creme de Banane', 4]]","[['2 oz ', 1], ['2 oz ', 2], ['0.5 oz ', 3], ['0.5 oz ', 4]]"
A True Amaretto Sour,2016-08-31 19:49:32,17005,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Old-fashioned glass,,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.","[['Amaretto', 1], ['Lemon', 2], ['Ice', 3], ['Maraschino cherry', 4]]","[['1 jigger ', 1], ['Juice of 1/2 ', 2]]"
A midsummernight dream,2016-04-28 19:14:52,15675,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water","[['Vodka', 1], ['Kirschwasser', 2], ['Strawberry liqueur', 3], ['Strawberries', 4], ['Schweppes Russchian', 5]]","[['2 oz ', 1], ['1 oz ', 2], ['1 tsp ', 3], ['5 ', 4]]"
A. J.,2016-09-02 11:16:58,11002,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,Cocktail glass,,"Shake ingredients with ice, strain into a cocktail glass, and serve.","[['Applejack', 1], ['Grapefruit juice', 2]]","[['1 1/2 oz ', 1], ['1 oz ', 2]]"
A.D.M. (After Dinner Mint),2016-08-31 19:53:20,14560,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,,shake vigorously,"[['White Creme de Menthe', 1], ['Southern Comfort', 2], ['Vodka', 3], ['Hot chocolate', 4]]","[['1/2 oz ', 1], ['3/4 oz ', 2], ['1/2 oz ', 3], ['Fill with ', 4]]"
A1,2017-09-07 21:42:09,17222,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.","[['Gin', 1], ['Grand Marnier', 2], ['Lemon Juice', 3], ['Grenadine', 4]]","[['1 3/4 shot ', 1], ['1 Shot ', 2], ['1/4 Shot', 3], ['1/8 Shot', 4], ['\r\n', 5], ['\r\n', 6], ['\r\n', 7]]"
ABC,2016-08-31 19:32:08,13501,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,,Layered in a shot glass.,"[['Amaretto', 1], [""Bailey's irish cream"", 2], ['Cognac', 3]]","[['1/3 ', 1], ['1/3 ', 2], ['1/3 ', 3]]"
ACID,2016-11-15 11:28:37,14610,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Shot glass,,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,"[['151 proof rum', 1], ['Wild Turkey', 2]]","[['1 oz Bacardi ', 1], ['1 oz ', 2]]"
AT&T,2017-04-24 22:00:19,13938,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,,"Pour Vodka and Gin over ice, add Tonic and Stir","[['Absolut Vodka', 1], ['Gin', 2], ['Tonic water', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['4 oz ', 3]]"
Abbey Cocktail,2016-09-02 11:19:28,11003,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,"[['Gin', 1], ['Orange bitters', 2], ['Orange', 3], ['Cherry', 4]]","[['1 1/2 oz ', 1], ['1 dash ', 2], ['Juice of 1/4 ', 3], ['1 ', 4]]"
Abbey Martini,2017-09-07 21:50:03,17223,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.","[['Gin', 1], ['Sweet Vermouth', 2], ['Orange Juice', 3], ['Angostura Bitters', 4]]","[['2 shots ', 1], ['1 shot ', 2], ['1 shot ', 3], ['3 dashes ', 4], ['\r\n', 5], ['\r\n', 6], ['\r\n', 7]]"
Abilene,2016-04-29 09:44:25,11004,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Highball glass,,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,"[['Dark rum', 1], ['Peach nectar', 2], ['Orange juice', 3]]","[['1 1/2 oz ', 1], ['2 oz ', 2], ['3 oz ', 3]]"
Absinthe #2,2016-08-31 19:13:17,12790,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.","[['Vodka', 1], ['Sugar', 2], ['Anise', 3], ['Licorice root', 4], ['Wormwood', 5]]","[['1 bottle ', 1], ['50 gr ', 2], ['50 ml pure ', 3], ['1 tblsp ', 4], ['1 ', 5]]"
Absolut Evergreen,2016-09-02 11:36:49,14374,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,,"Mix, pour over ice and top up with Bitter Lemon.","[['Absolut Citron', 1], ['Pisang Ambon', 2], ['Ice', 3], ['Bitter lemon', 4]]","[['2/3 part ', 1], ['1/3 part ', 2], [' cubes\n', 3]]"
Absolut Sex,2016-08-31 19:33:56,14360,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Old-fashioned glass,,"Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.","[['Absolut Kurant', 1], ['Midori melon liqueur', 2], ['Cranberry juice', 3], ['Sprite', 4]]","[['3/4 oz ', 1], ['3/4 oz ', 2], ['1 oz ', 3], ['1 splash ', 4]]"
Absolut Stress #2,2016-09-02 11:23:45,15597,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Collins Glass,,Mix well. Garnish with Orange and Cherry. Enjoy,"[['Absolut Vodka', 1], ['Peach schnapps', 2], ['Coconut liqueur', 3], ['Cranberry juice', 4], ['Pineapple juice', 5]]","[['1 1/2 oz ', 1], ['1/2 oz ', 2], ['1/2 oz ', 3], ['1 1/2 oz ', 4], ['1 1/2 oz ', 5]]"
Absolut Summertime,2016-08-31 19:54:22,14107,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,Collins glass,,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,"[['Absolut Citron', 1], ['Sweet and sour', 2], ['Sprite', 3], ['Soda water', 4], ['Lemon', 5]]","[['1 1/2 oz ', 1], ['3/4 oz ', 2], ['1/2 oz ', 3], ['3 oz ', 4], ['1 slice ', 5]]"
Absolut limousine,2016-09-01 09:50:44,14372,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg,Collins Glass,,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,"[['Absolut Citron', 1], ['Lime juice', 2], ['Ice', 3], ['Tonic water', 4]]","[['2/3 ', 1], ['1/3 ', 2], ['Fill with ', 3], ['Top it up with ', 4]]"
Absolutely Cranberry Smash,2016-09-02 11:24:44,15024,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,Cocktail glass,,Stir ingredients together. Serve over ice.,"[['Absolut Vodka', 1], ['Cranberry juice', 2], ['Ginger ale', 3], ['Ice', 4]]","[['2 oz ', 1], ['4 oz ', 2], ['2 oz ', 3], ['Add ', 4]]"
Absolutely Fabulous,2017-09-07 21:55:34,17224,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,Champagne flute,,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,"[['Vodka', 1], ['Cranberry Juice', 2], ['Champagne', 3]]","[['1 shot ', 1], ['2 shots ', 2], ['Top up with', 3], ['\r\n', 4], ['\r\n', 5], ['\r\n', 6], ['\r\n', 7]]"
Absolutly Screwed Up,2016-08-31 19:55:28,16134,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,Collins glass,,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.","[['Absolut Citron', 1], ['Orange juice', 2], ['Triple sec', 3], ['Ginger ale', 4]]","[['1 shot ', 1], ['1 shot ', 2], ['1 shot ', 3], ['Fill to top ', 4]]"
Acapulco,2016-09-02 11:26:16,11005,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vtpsvr1472811976.jpg,Old-fashioned glass,,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,"[['Light rum', 1], ['Triple sec', 2], ['Lime juice', 3], ['Sugar', 4], ['Egg white', 5], ['Mint', 6]]","[['1 1/2 oz ', 1], ['1 1/2 tsp ', 2], ['1 tblsp ', 3], ['1 tsp ', 4], ['1 ', 5], ['1 ', 6]]"
Ace,2017-09-07 22:05:06,17225,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/l3cd7f1504818306.jpg,Martini Glass,,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,"[['Gin', 1], ['Grenadine', 2], ['Heavy cream', 3], ['Milk', 4], ['Egg White', 5]]","[['2 shots ', 1], ['1/2 shot ', 2], ['1/2 shot ', 3], ['1/2 shot ', 4], ['1/2 Fresh', 5], ['\r\n', 6], ['\r\n', 7]]"
Adam,2016-09-02 11:29:29,11006,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rwuxsv1472812169.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","[['Dark rum', 1], ['Lemon juice', 2], ['Grenadine', 3]]","[['2 oz ', 1], ['1 oz ', 2], ['1 tsp ', 3]]"
Adam & Eve,2017-09-07 22:17:58,17226,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg,Cocktail glass,,Shake together all the ingredients and strain into a cold glass.,"[['Gin', 1], ['Cognac', 2], ['Creme de Cassis', 3], ['Fresh Lemon Juice', 4]]","[['1 shot ', 1], ['1 shot ', 2], ['1 shot ', 3], ['1/8 shot ', 4]]"
Adam Bomb,2016-02-03 15:23:36,16333,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,Margarita/Coupette glass,,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.","[['Rum', 1], ['Vodka', 2], ['Tequila', 3], ['Triple sec', 4], ['Fruit', 5], ['Ice', 6], ['Salt', 7], ['Fruit juice', 8]]","[['1 part ', 1], ['1 part ', 2], ['1 part ', 3], ['1/2 part ', 4], ['1-3 pint ', 7]]"
Adam Sunrise,2016-09-02 11:28:32,15567,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg,Collins Glass,,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.","[['Vodka', 1], ['Lemonade', 2], ['Water', 3], ['Sugar', 4]]","[['1/2 ', 1], ['1/2 can ', 2], ['1/2 ', 3], ['10 tsp ', 4]]"
Addington,2017-09-07 22:15:25,17227,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,Cocktail glass,,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,"[['Sweet Vermouth', 1], ['Dry Vermouth', 2], ['Soda Water', 3]]","[['2 shots ', 1], ['1 shot ', 2], ['Top up with\r\n', 3], ['\r\n', 4], ['\r\n', 5], ['\r\n', 6], ['\r\n', 7]]"
Addison,2017-09-07 22:38:20,17228,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,Martini Glass,,Shake together all the ingredients and strain into a cold glass.,"[['Gin', 1], ['Vermouth', 2]]","[['1 1/2 shot ', 1], ['1 1/2 shot ', 2], ['\r\n', 3], ['\r\n', 4], ['\r\n', 5], ['\r\n', 6], ['\r\n', 7]]"
Addison Special,2017-04-24 22:14:53,14272,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/4vo5651493068493.jpg,Old-fashioned glass,,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,"[['Vodka', 1], ['Grenadine', 2], ['Orange juice', 3]]","[['1 shot ', 1], ['1 tblsp ', 2], ['Fill with ', 3]]"
Adios Amigos Cocktail,2017-09-07 22:31:33,17229,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/8nk2mp1504819893.jpg,Martini Glass,,Shake together all the ingredients and strain into a cold glass.,"[['Rum', 1], ['Dry Vermouth', 2], ['Cognac', 3], ['Gin', 4], ['Fresh Lime Juice', 5], ['Sugar Syrup', 6], ['Water', 7]]","[['1 shot ', 1], ['1/2 shot ', 2], ['1/2 shot ', 3], ['1/2 shot ', 4], ['1/4 shot', 5], ['1/4 shot', 6], ['1/2 shot ', 7]]"
Adonis Cocktail,2016-09-02 11:27:11,11007,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,Cocktail glass,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.","[['Sweet Vermouth', 1], ['Sherry', 2], ['Orange bitters', 3]]","[['3/4 oz ', 1], ['1 1/2 oz dry ', 2], ['1 dash ', 3]]"
Affair,2016-09-01 10:05:34,11008,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wxrsxx1472720734.jpg,Highball glass,,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.","[['Strawberry schnapps', 1], ['Orange juice', 2], ['Cranberry juice', 3], ['Club soda', 4]]","[['2 oz ', 1], ['2 oz ', 2], ['2 oz ', 3]]"
Affinity,2017-09-07 21:44:05,11009,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/nwatpb1504817045.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","[['Scotch', 1], ['Sweet Vermouth', 2], ['Dry Vermouth', 3], ['Orange bitters', 4]]","[['1 1/2 oz ', 1], ['1 oz ', 2], ['1 oz ', 3], ['2 dashes ', 4]]"
After Dinner Cocktail,2017-01-02 20:06:18,11010,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,Cocktail glass,,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,"[['Apricot brandy', 1], ['Triple sec', 2], ['Lime', 3], ['Lime', 4]]","[['1 oz ', 1], ['1 oz ', 2], ['Juice of 1 ', 3], ['1 ', 4]]"
After Five,2017-04-24 22:16:35,13807,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/sk3lr91493068595.jpg,Shot glass,,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled","[['Peppermint schnapps', 1], ['Kahlua', 2], [""Bailey's irish cream"", 3]]",[]
After Supper Cocktail,2017-01-02 20:06:50,11011,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Triple sec', 1], ['Apricot brandy', 2], ['Lemon juice', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['1/2 tsp ', 3]]"
After sex,2017-04-24 22:18:22,15182,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,Highball glass,,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,"[['Vodka', 1], ['Creme de Banane', 2], ['Orange juice', 3]]","[['2 cl ', 1], ['1 cl ', 2]]"
Afterglow,2016-07-18 22:07:32,12560,Non Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,Highball Glass,,Mix. Serve over ice.,"[['Grenadine', 1], ['Orange juice', 2], ['Pineapple juice', 3]]","[['1 part ', 1], ['4 parts ', 2], ['4 parts ', 3]]"
Afternoon,2016-08-31 19:22:57,13162,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,Collins Glass,,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.","[['Kahlua', 1], [""Bailey's irish cream"", 2], ['Frangelico', 3], ['Coffee', 4], ['Cream', 5]]","[['1 cl ', 1], ['1 cl ', 2], ['1 1/2 ', 3], ['4 cl hot ', 4]]"
Alabama Slammer,2017-01-02 20:07:27,11012,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qtwxwr1483387647.jpg,Highball glass,,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.","[['Southern Comfort', 1], ['Amaretto', 2], ['Sloe gin', 3], ['Lemon juice', 4]]","[['1 oz ', 1], ['1 oz ', 2], ['1/2 oz ', 3], ['1 dash ', 4]]"
Alaska Cocktail,2017-01-02 20:08:40,11013,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyryt1483387720.jpg,Cocktail glass,,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.","[['Orange bitters', 1], ['Gin', 2], ['Yellow Chartreuse', 3], ['Lemon peel', 4]]","[['2 dashes ', 1], ['1 1/2 oz ', 2], ['3/4 oz ', 3], ['Twist of ', 4]]"
